"","X.x","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi","X.y","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","Q3_9_TEXT","Q3_7_TEXT","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver","belong_cat","alter.same.gen","ego.gen.cen","alter.gen.cen"
"2594",3047,1235,"lpl",6,"",10,2,2,"",18,3,3,3,"",2,7,0,7,7,7,0,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123504,1,143,2,2,5,2,5,1,4,4,2,4,3,5,3,3,2,3,4,3,5,3,2,3,2,4,3,5,3,4,2,6,2,1,NA,NA,15,1,3,NA,NA,2.75,2.25,4.25,2.75,5,2.5,3.25,1,1,8.8,1.6,5.6,6.4,6.2,4,4,33.6,15.274161188098,5,0,Inf,NA,0.738472325938718,0.7,2.8,0.6,0.3,6.4,5.6,0.7,-1,1.92192809488736,0,"Yes",0.14449594438007,0.591445713179795
"2595",3048,1238,"ap",6,"",10,1,1,"",18,10,10,5,"",10,10,10,10,5,5,10,9,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123804,0,144,4,3,5,2,1,4,4,5,3,5,1,1,4,4,4,2,4,1,1,4,4,5,3,4,2,1,4,4,10,10,1,1,NA,NA,0,1,4,NA,NA,4.5,2.75,4.5,1.5,1,4,4,0,1,9.2,2.2,9.6,8,6,3,4,278.25,480.708764915584,1,4,0.25,NA,0.854258824348114,0.9,3.6,0.3,0.1,8,9.6,0.9,-0.6,2,1,"Yes",-0.0555040556199305,-0.408554286820205
"2596",3049,1239,"bd",6,"",10,1,1,"",23,4,4,5,"",8,8,7,6,6,10,6,6,10,10,0,0,3,0,0,0,0,5,0,0,7,2,0,8,3,0,6,10,3,0,5,5,0,7,10,10,4,4,-4,-3,0,5,7,10,10,123904,0,145,3,3,5,4,2,4,4,4,4,4,3,1,4,4,4,4,5,3,1,4,4,4,4,5,3,1,4,4,9,8,1,1,NA,NA,30,3,5,NA,NA,3.75,3.75,4.75,3.25,1.25,4,4,0,1,6.6,2.1,8.4,7.7,6.3,5,4,29.9,12.1969941652305,3,7,0.428571428571429,NA,0.783888034535948,0.666666666666667,6,2.23333333333333,0.222222222222222,7.7,8.4,0.666666666666667,-0.4,2.72192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2597",3050,1242,"jc",1,"",10,6,2,"",999,9,10,4,"",NA,10,10,7,5,5,8,4,4,3,10,10,10,6,9,10,10,10,6,7,10,10,10,10,5,5,10,10,10,10,10,1,3,10,10,10,10,4,4,4,10,10,10,5,5,124204,1,146,3,5,5,4,1,2,5,5,5,5,5,2,5,5,5,5,4,5,1,5,4,5,5,5,5,1,4,4,10,10,1,1,NA,NA,30,3,3,NA,NA,4.5,5,4.75,4.75,1.25,4,4.5,0,1,9.8,2.7,10,8.1,6.3,3,2,135.3,303.712235878343,5,4,1.25,NA,0.829095121260519,0.977777777777778,8.8,1.3,0.0222222222222222,8.1,10,0.977777777777778,0.111111111111111,2.44643934467102,0,"No",-0.0555040556199305,0.591445713179795
"2598",3051,1247,"lm",1,"",10,2,1,"",44,8,8,7,"",10,NA,-4,-6,-9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124704,0,147,1,3,5,3,1,2,2,4,2,4,1,1,2,2,3,1,4,1,1,1,1,4,4,4,1,1,2,2,10,10,1,1,NA,NA,0,1,5,NA,NA,3,2.5,4.25,1.5,1,1.75,1.75,0,1,10,2,9.5,9,7,1,2,44,4.89897948556636,2,2,1,NA,0.5,0.333333333333333,1,0,0,9,9.5,0.333333333333333,0,1.5,1,"Yes",-0.0555040556199305,-0.408554286820205
"2599",3052,1249,"cl",6,"",8,1,1,"",18,9,9,4,"",2,4,0,10,10,0,2,6,8,6,0,6,0,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124904,0,148,3,3,5,3,1,3,4,4,4,5,2,1,4,3,4,4,5,2,1,4,4,4,5,5,3,1,4,5,10,10,1,1,NA,NA,16,3,5,NA,NA,3.75,4,5,2.5,1,3.75,4,0,1,9.66666666666667,2.66666666666667,9.83333333333333,9.83333333333333,6.5,4,5,41.8333333333333,17.2906525807058,1,5,0.2,NA,0.759750733570868,0.733333333333333,3.66666666666667,1.83333333333333,0.266666666666667,9.83333333333333,9.83333333333333,0.733333333333333,-0.666666666666667,2.58496250072116,1,"Yes",-0.0555040556199305,-0.408554286820205
"2600",3053,1250,"wd",4,"",1,3,2,"",66,2,8,4,"",2,7,-5,9,-1,10,8,9,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125004,1,149,5,2,3,1,1,2,3,5,2,4,2,1,2,4,5,2,2,2,1,2,2,5,2,2,2,1,2,2,10,10,1,1,NA,NA,0,3,3,NA,NA,5,2,2.75,1.75,1,2,2.75,0,1,4.2,2,5.6,4.6,4.8,3,4,48.2,17.8801565988668,2,3,0.666666666666667,NA,0.849013337132987,0.8,3.2,0.5,0.2,4.6,5.6,0.8,-0.2,2.32192809488736,0,"No",-0.0555040556199305,0.591445713179795
"2601",3054,1252,"el",1,"",10,2,2,"",39,4,3,4,"",3,2,4,10,8,0,0,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125204,1,150,2,4,5,5,1,4,1,2,5,4,3,1,5,3,1,4,3,3,1,5,2,1,4,2,5,1,5,2,10,10,1,1,NA,NA,0,1,3,NA,NA,1.5,4.25,3.5,4,1,4.75,2,0,1,8.2,1.6,5.6,8.4,4.6,3,3,35.8,8.31865373723417,3,2,1.5,NA,0.730476678455654,0.7,2.8,1,0.3,8.4,5.6,0.7,0.2,1.37095059445467,0,"No",-0.0555040556199305,0.591445713179795
"2602",3055,1254,"jh",6,"",10,2,2,"",23,8,10,7,"",10,10,10,10,10,4,10,10,10,5,10,10,10,4,10,10,10,4,10,5,5,10,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125404,1,151,1,3,5,1,1,2,3,2,3,5,1,1,2,1,1,4,4,2,1,2,2,2,5,4,1,1,2,3,10,9,2,1,NA,NA,10,3,4,NA,NA,1.5,3.75,4.5,1.25,1,2,2.25,1,1,9.875,2.375,8.875,6.75,7.5,4,4,33.125,12.0527116095448,5,3,1.66666666666667,NA,0.783440722855274,0.821428571428571,5.75,1.125,0.178571428571429,6.75,8.875,0.821428571428571,-0.25,2.5,1,"Yes",0.14449594438007,0.591445713179795
"2603",3056,1258,"bs",3,"",10,2,2,"",20,8,10,5,"",3,7,0,10,3,1,7,5,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125804,1,152,4,3,5,1,1,3,4,5,3,5,1,1,1,3,4,2,4,1,1,3,2,4,2,3,2,1,2,3,10,8,1,1,NA,NA,11,3,3,NA,NA,4.25,2.5,4.25,1.25,1,2.25,3,0,1,8.6,2.8,9.2,8.6,5.2,4,6,36,16.0779351908135,1,4,0.25,NA,0.732393095630936,0.8,3.2,0.8,0.2,8.6,9.2,0.8,-0.6,1.92192809488736,0,"No",-0.0555040556199305,0.591445713179795
"2604",3058,1261,"jr",8,"academic",10,3,1,"",50,10,10,7,"",10,10,10,8,8,3,9,8,1,10,6,6,0,0,0,4,6,-3,0,0,6,8,9,9,7,8,8,9,10,10,10,3,0,0,5,1,10,10,0,0,0,7,9,7,9,126104,0,154,5,3,4,2,1,3,5,5,4,5,3,1,3,4,5,3,5,2,1,3,4,5,4,5,2,1,3,4,10,10,1,1,NA,NA,0,1,4,NA,NA,5,3.5,4.75,2.25,1,3,4.25,0,1,9.8,2,9.5,9.2,5.7,3,6,34.8,16.1781745983078,2,8,0.25,NA,0.718003078116504,0.755555555555556,6.8,3.4,0.244444444444444,9.2,9.5,0.755555555555556,-0.6,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"2605",3060,1264,"lr",4,"",10,1,1,"",45,10,10,4,"",NA,9,9,9,9,10,9,9,10,9,10,0,0,0,0,8,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126404,0,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,10,1.42857142857143,10,10,5.28571428571429,4,3,179.428571428571,361.529554874313,1,6,0.166666666666667,NA,0.757599986309225,0.571428571428571,3.42857142857143,1.57142857142857,0.261904761904762,10,10,0.571428571428571,-0.714285714285714,2.8073549220576,1,"Yes",-0.0555040556199305,-0.408554286820205
"2606",3061,1266,"bl",6,"",10,1,1,"",18,9,8,5,"",7,8,8,10,0,0,9,0,0,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,6,8,7,0,9,0,8,8,8,7,9,8,0,0,0,9,126604,0,157,1,4,5,3,1,4,5,5,4,5,1,1,5,5,5,5,5,3,1,5,5,5,5,5,3,1,5,5,10,10,1,1,NA,NA,30,1,4,NA,NA,4,4.5,5,2.5,1,4.75,5,0,1,8.6,1.6,8.8,8.4,5.4,4,4,29.4,17.2382004732384,1,9,0.111111111111111,NA,0.713100188418899,0.611111111111111,4.88888888888889,1.55555555555556,0.263888888888889,8.33333333333333,8.77777777777778,0.611111111111111,-0.777777777777778,2.64160416786859,1,"Yes",-0.0555040556199305,-0.408554286820205
"2607",3062,1267,"jl",6,"",8,4,1,"",35,10,10,7,"",9,5,2,5,2,7,7,1,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,126704,0,158,5,3,5,1,2,2,4,5,1,5,1,2,2,5,5,2,5,1,1,2,5,5,2,5,1,1,3,5,10,10,1,1,NA,NA,15,1,5,NA,NA,5,2,5,1,1.5,2.25,4.75,0,1,8,3.1,10,10,6.6,2,3,36.3333333333333,11.0792599030802,1,9,0.111111111111111,NA,0.612740593701979,0.666666666666667,4,1.71428571428571,0.333333333333333,10,10,0.666666666666667,-0.714285714285714,2.23592635062903,1,"Yes",-0.0555040556199305,-0.408554286820205
"2608",3063,1269,"zm",4,"relatives",10,2,2,"",29,10,10,9,"",0,10,0,10,0,10,10,0,10,8,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126904,1,159,4,5,4,1,1,4,5,5,3,5,2,1,4,4,5,5,5,1,1,4,5,5,5,5,1,1,4,5,10,10,1,1,NA,NA,40,3,4,NA,NA,4.75,4.5,4.75,1.25,1,4,4.75,0,1,8.125,1.375,9.25,8.5,7.25,5,6,42.75,17.1276718457922,3,5,0.6,NA,0.656006108339543,0.476190476190476,2.85714285714286,2.14285714285714,0.19047619047619,8.85714285714286,9.14285714285714,0.476190476190476,-0.428571428571429,2.8073549220576,1,"No",-0.0555040556199305,0.591445713179795
"2609",3064,1273,"ks",1,"",10,2,2,"",999,6,7,1,"",10,5,3,10,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127304,1,160,4,4,5,5,5,4,5,5,5,5,4,5,3,5,5,4,3,NA,2,2,5,5,5,5,3,5,4,5,9,8,3,1,NA,NA,20,1,4,NA,NA,4.75,4.5,4.5,NA,4.25,3.25,5,NA,1,10,1.75,8.25,8.25,4.5,3,4,275,482.854705544708,2,2,1,NA,0.84398286327075,1,3,0.75,0,8.25,8.25,1,1,2,1,"No",0.34449594438007,0.591445713179795
"2610",3065,1274,"as",6,"",9,1,1,"",18,7,7,5,"",7,9,4,8,5,10,1,2,2,3,0,0,0,6,0,0,0,0,7,0,4,4,3,3,0,0,0,0,9,6,8,5,2,0,0,0,4,5,0,3,1,0,0,0,0,127404,0,161,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,5,5,4,3,3,4,5,4,8,7,1,1,NA,NA,0,1,4,NA,NA,4.5,4,3.75,3.75,4.25,4.5,4.25,0,1,7.3,3,6.7,6.7,5.6,4,4,44.7,20.2377534985153,2,8,0.25,NA,0.584416142202357,0.555555555555556,5,4.275,0.333333333333333,6.7,6.7,0.555555555555556,-0.6,2.44643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"2611",3066,1275,"mg",8,"academic",10,2,1,"",52,9,10,7,"",10,8,10,10,10,10,8,5,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127504,0,162,4,5,5,4,1,4,5,5,5,5,2,1,5,5,5,5,5,2,1,5,5,4,5,5,2,1,5,5,10,10,1,1,NA,NA,10,1,4,NA,NA,4.5,5,5,2.5,1,4.75,5,0,1,9.6,2,10,9.8,6.6,3,4,47.4,20.0823305420462,1,4,0.25,NA,0.915589014548304,1,4,0,0,9.8,10,1,-0.6,2.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2612",3067,1276,"em",6,"",4,3,1,"",35,8,9,7,"",5,6,8,6,0,0,-2,0,0,-1,6,0,0,0,-1,8,5,6,5,4,3,6,8,7,7,6,0,7,10,0,0,0,7,0,0,0,10,7,6,6,6,0,3,6,0,127604,0,163,3,3,5,3,1,2,4,5,2,5,1,1,4,5,4,3,4,3,1,4,4,5,5,4,3,1,3,4,10,10,1,2,NA,NA,0,2,4,NA,NA,4.25,3.25,4.5,2.5,1,3.25,4.25,0,2,6.8,2.7,9.5,9.5,6.6,3,4,36,12.1014232404476,3,7,0.428571428571429,NA,0.677591184597176,0.577777777777778,5.2,2.05,0.311111111111111,9.5,9.5,0.577777777777778,-0.4,3.12192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2613",3068,1278,"rj",4,"",7,4,2,"",50,10,10,9,"",7,0,0,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127804,1,164,4,3,5,2,1,3,3,5,3,5,2,1,4,4,5,3,5,2,1,3,4,5,3,4,3,1,3,4,10,9,2,1,NA,NA,10,1,4,NA,NA,4.75,3,4.75,2.25,1,3.25,3.75,1,1,7.75,2.75,9.75,8.75,7.75,4,4,52.5,5.06622805119022,3,1,3,NA,0.972613303430292,1,2,0,0,9,9.66666666666667,1,-0.333333333333333,1.58496250072116,1,"Yes",0.14449594438007,0.591445713179795
"2614",3069,1279,"pv",3,"",10,2,1,"",21,5,7,10,"senior (college)",10,8,9,10,10,8,8,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127904,0,165,4,3,5,2,1,1,2,4,2,4,2,1,1,3,4,3,4,2,1,2,2,4,3,3,1,1,2,2,10,10,2,1,NA,NA,0,3,4,NA,NA,4,2.75,4,1.75,1,1.5,2.25,1,1,9.6,2,9.4,8.4,9,3,5,27.2,21.2767478717966,1,4,0.25,NA,0.937152845838211,1,4,0,0,8.4,9.4,1,0.6,2.32192809488736,1,"No",0.14449594438007,-0.408554286820205
"2615",3070,1280,"jc",1,"",7,2,2,"",38,4,10,4,"",7,4,8,4,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128004,1,166,4,4,5,4,1,5,5,5,4,5,3,1,5,5,4,4,5,3,1,5,5,4,4,4,4,1,4,5,10,10,1,3,NA,NA,20,3,4,NA,NA,4.25,4,4.75,3.5,1,4.75,5,0,3,8.25,1.5,10,7.75,5,3,4,39.75,20.271079563424,1,3,0.333333333333333,NA,0.898928085451369,1,3,0.25,0,7.75,10,1,-0.5,2,1,"No",-0.0555040556199305,0.591445713179795
"2616",3072,1282,"dh",5,"",10,1,2,"",19,6,9,4,"",10,5,3,8,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128204,1,168,4,3,5,4,2,4,5,5,3,5,3,1,5,5,5,3,5,1,1,5,4,5,3,5,2,1,5,5,10,7,1,1,NA,NA,20,3,2,NA,NA,4.75,3,5,2.5,1.25,4.75,4.75,0,1,10,1.25,9.25,8,5.5,2,5,39.75,26.1326743114184,1,3,0.333333333333333,NA,0.91505011518226,1,3,0.5,0,8,9.25,1,-0.5,2,0,"No",-0.0555040556199305,0.591445713179795
"2617",3073,1283,"gauth",4,"",10,3,2,"",46,10,10,8,"",8,10,10,10,6,10,10,4,4,7,10,5,4,3,10,10,10,10,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128304,1,169,3,3,4,3,2,2,2,4,4,4,1,2,3,2,4,4,3,2,1,2,2,4,3,4,2,1,4,3,10,6,2,1,NA,NA,25,1,4,NA,NA,3.75,3.5,3.75,2,1.5,2.75,2.25,1,1,9.85714285714286,2,10,8.85714285714286,7,4,4,36.2857142857143,18.1541022518721,3,4,0.75,NA,0.836709349726401,1,6,1.14285714285714,0,8.85714285714286,10,1,0.142857142857143,2.52164063634332,1,"Yes",0.14449594438007,0.591445713179795
"2618",3074,1284,"ku",8,"academic",10,6,1,"",42,10,5,8,"",NA,0,0,0,0,4,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128404,0,170,3,3,5,1,2,1,3,4,1,5,1,1,1,2,4,1,4,3,1,2,3,3,2,4,1,2,1,3,10,7,2,1,NA,NA,0,1,2,NA,NA,3.5,1.75,4.5,1.5,1.5,1.25,2.75,1,1,9,4.2,7.8,10,7,3,4,44.4,5.68330889535313,2,3,0.666666666666667,NA,0.895380220544836,1,2,0,0,10,8.33333333333333,1,0.333333333333333,1.58496250072116,0,"No",0.14449594438007,-0.408554286820205
"2619",3075,1286,"pr",8,"academic",7,6,1,"",45,9,7,7,"",4,2,5,0,4,0,0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128604,0,171,2,3,5,1,1,4,4,4,3,5,3,1,4,5,4,3,5,2,1,4,4,3,2,5,2,1,4,4,8,9,1,1,NA,NA,0,3,2,NA,NA,3.25,2.75,5,2,1,4,4.25,0,1,7,3.6,7,7.4,5.4,5,5,32.2,9.47100839404126,1,4,0.25,NA,0.694518362763273,0.6,2.4,0.8,0.4,7.4,7,0.6,-0.6,2.32192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"2620",3076,1287,"jc",6,"",10,2,2,"",46,10,10,7,"",10,7,8,10,10,10,0,3,0,0,3,5,10,10,0,10,10,7,10,0,0,10,10,5,10,0,0,10,7,8,10,10,2,10,6,6,5,6,10,10,0,10,0,0,10,128704,1,172,3,4,4,4,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,2,1,NA,NA,20,1,5,NA,NA,2.75,3.25,3.25,3.25,2.5,3,3,1,1,9.9,2.1,10,8.9,5.6,4,4,47,22.0252380489091,8,2,4,NA,0.727175236497102,0.755555555555556,6.8,1.55,0.244444444444444,8.9,10,0.755555555555556,-0.6,3.32192809488736,1,"Yes",0.14449594438007,0.591445713179795
"2621",3078,1291,"mj",8,"academic",10,5,2,"",34,10,10,8,"",0,0,0,8,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129104,1,174,3,4,5,3,1,5,5,5,5,5,1,1,4,4,5,5,5,1,1,3,1,5,3,4,1,1,5,5,10,9,2,1,NA,NA,0,3,4,NA,NA,4.5,4.25,4.75,1.5,1,4.25,3.75,1,1,9.28571428571429,3.71428571428571,9.14285714285714,8.71428571428571,6.71428571428571,3,3,46.8571428571429,14.450243036348,2,5,0.4,NA,0.590773664343752,0.4,1.6,0,0.1,9.2,9.4,0.4,0.2,1.92192809488736,1,"Yes",0.14449594438007,0.591445713179795
"2622",3080,1293,"jn",6,"",9,1,1,"",21,10,10,5,"",NA,8,8,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129304,0,176,5,5,5,4,1,4,3,5,5,5,4,1,3,4,5,5,5,4,1,4,3,5,5,4,5,1,4,3,10,10,1,1,NA,NA,34,2,5,NA,NA,5,5,4.75,4.25,1,3.75,3.25,0,1,8.5,1.25,10,9.5,5.75,3,4,32.75,13.5738719604982,2,2,1,NA,0.846242345778623,0.833333333333333,2.5,0.25,0.166666666666667,9.5,10,0.833333333333333,0,1.5,1,"Yes",-0.0555040556199305,-0.408554286820205
"2623",3081,1294,"bl",4,"",10,NA,1,"",999,10,10,4,"",10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129404,0,177,3,5,5,3,1,5,5,5,5,5,2,1,5,4,5,5,5,1,1,5,5,5,5,5,3,1,4,5,10,10,1,1,NA,NA,15,1,5,NA,NA,4.5,5,5,2.25,1,4.75,4.75,0,1,10,1,10,10,4.5,2,4,275.5,482.43997899566,2,2,1,NA,0.890388203202207,0.833333333333333,2.5,0.25,0.166666666666667,10,10,0.833333333333333,0,2,1,"Yes",-0.0555040556199305,-0.408554286820205
"2624",3082,1296,"dg",3,"",10,2,1,"",14,8,7,3,"",10,8,10,10,10,10,7,7,10,10,10,9,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129604,0,178,2,2,4,3,1,2,2,3,2,3,2,1,2,2,2,2,2,2,1,2,2,3,3,2,2,1,2,2,10,10,1,1,NA,NA,0,1,4,NA,NA,2.5,2.25,2.75,2.25,1,2,2,0,1,9.5,2,9,9.66666666666667,5.5,4,4,31.5,15.2151240547029,3,3,1,NA,0.945952244404007,1,5,0,0,9.66666666666667,9,1,0,2.58496250072116,1,"Yes",-0.0555040556199305,-0.408554286820205
"2625",3083,1297,"pn",3,"",10,3,1,"",25,10,9,8,"",NA,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129704,0,179,3,4,5,1,1,3,5,5,4,5,2,1,3,3,4,4,5,1,1,4,5,3,4,5,2,1,3,4,10,10,2,1,NA,NA,0,3,5,NA,NA,3.75,4,5,1.5,1,3.25,4.25,1,1,10,2.4,9.2,8.8,6.6,3,3,36.6,16.0093722550261,2,3,0.666666666666667,NA,0.929150262212918,0.9,3.6,0.2,0.1,8.8,9.2,0.9,0.2,2.32192809488736,1,"No",0.14449594438007,-0.408554286820205
"2626",3084,1298,"jl",6,"",10,1,1,"",19,2,10,4,"",4,0,0,6,0,0,8,0,0,10,4,9,0,0,4,10,10,0,0,0,10,4,10,0,0,6,10,NA,7,10,0,0,0,10,10,10,10,0,0,6,10,9,9,9,10,129804,0,180,4,5,5,1,1,4,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,5,5,5,4,1,4,4,10,10,1,1,NA,NA,30,1,4,NA,NA,4.75,5,5,2.75,1,4.5,4.75,0,1,9.2,2.4,9.2,4.6,5.7,4,5,26,11.7756811551038,1,9,0.111111111111111,NA,0.802720631039578,0.722222222222222,5.77777777777778,1.55555555555556,0.277777777777778,4,9.11111111111111,0.722222222222222,-0.777777777777778,2.41938194564637,1,"Yes",-0.0555040556199305,-0.408554286820205
